pid,name,party,district,status,rank,wiki,tw,hp
P570,[郡山 玲],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E9%83%A1%E5%B1%B1%20%E7%8E%B2%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P575,[小島 智子],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E5%B0%8F%E5%B3%B6%20%E6%99%BA%E5%AD%90%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P576,古庄 玄知,自民党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/古庄玄知,,https://www.google.com/search?q=%E5%8F%A4%E5%BA%84%20%E7%8E%84%E7%9F%A5%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P577,後藤 翔太,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/後藤翔太,,https://www.google.com/search?q=%E5%BE%8C%E8%97%A4%20%E7%BF%94%E5%A4%AA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P582,小林 さやか,国民民主党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/小林さやか,,https://www.google.com/search?q=%E5%B0%8F%E6%9E%97%20%E3%81%95%E3%82%84%E3%81%8B%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P583,[中山 さやか],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E4%B8%AD%E5%B1%B1%20%E3%81%95%E3%82%84%E3%81%8B%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P589,櫻井 祥子,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/櫻井祥子,,https://www.google.com/search?q=%E6%AB%BB%E4%BA%95%20%E7%A5%A5%E5%AD%90%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P593,[中野 理江],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E4%B8%AD%E9%87%8E%20%E7%90%86%E6%B1%9F%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P596,塩入 清香,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/塩入清香,,https://www.google.com/search?q=%E5%A1%A9%E5%85%A5%20%E6%B8%85%E9%A6%99%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P598,[塩村 文夏],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E5%A1%A9%E6%9D%91%20%E6%96%87%E5%A4%8F%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P602,[橋本 英子],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E6%A9%8B%E6%9C%AC%20%E8%8B%B1%E5%AD%90%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P611,杉本 純子,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/杉本純子,,https://www.google.com/search?q=%E6%9D%89%E6%9C%AC%20%E7%B4%94%E5%AD%90%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P618,[高木 佳保里],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E9%AB%98%E6%9C%A8%20%E4%BD%B3%E4%BF%9D%E9%87%8C%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P624,[坂本 沙哉],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E5%9D%82%E6%9C%AC%20%E6%B2%99%E5%93%89%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P629,[菊地 とし子],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E8%8F%8A%E5%9C%B0%20%E3%81%A8%E3%81%97%E5%AD%90%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P634,[田村 麻美],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E7%94%B0%E6%9D%91%20%E9%BA%BB%E7%BE%8E%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P638,出川 桃子,自民党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/出川桃子,,https://www.google.com/search?q=%E5%87%BA%E5%B7%9D%20%E6%A1%83%E5%AD%90%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P643,[鈴木 エリ],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E9%88%B4%E6%9C%A8%20%E3%82%A8%E3%83%AA%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P645,[土肥 理緒],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E5%9C%9F%E8%82%A5%20%E7%90%86%E7%B7%92%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P646,永井 学,自民党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/永井学,,https://www.google.com/search?q=%E6%B0%B8%E4%BA%95%20%E5%AD%A6%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P650,[下村 清],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E4%B8%8B%E6%9D%91%20%E6%B8%85%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P652,中田 優子,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/中田優子,,https://www.google.com/search?q=%E4%B8%AD%E7%94%B0%20%E5%84%AA%E5%AD%90%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P660,庭田 幸恵,国民民主党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/庭田幸恵,,https://www.google.com/search?q=%E5%BA%AD%E7%94%B0%20%E5%B9%B8%E6%81%B5%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P664,初鹿野 裕樹,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/初鹿野裕樹,,https://www.google.com/search?q=%E5%88%9D%E9%B9%BF%E9%87%8E%20%E8%A3%95%E6%A8%B9%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P666,[石崎 聖子],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E7%9F%B3%E5%B4%8E%20%E8%81%96%E5%AD%90%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P678,平戸 航太,国民民主党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/平戸航太,,https://www.google.com/search?q=%E5%B9%B3%E6%88%B8%20%E8%88%AA%E5%A4%AA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P684,[福島 瑞穂],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E7%A6%8F%E5%B3%B6%20%E7%91%9E%E7%A9%82%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P702,[新居 るい],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E6%96%B0%E5%B1%85%20%E3%82%8B%E3%81%84%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P707,[前田 明美],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E5%89%8D%E7%94%B0%20%E6%98%8E%E7%BE%8E%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P712,[川堀 絵里],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E5%B7%9D%E5%A0%80%20%E7%B5%B5%E9%87%8C%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P716,[中根 順子],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E4%B8%AD%E6%A0%B9%20%E9%A0%86%E5%AD%90%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P719,宮出 千慧,参政党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/宮出千慧,,https://www.google.com/search?q=%E5%AE%AE%E5%87%BA%20%E5%8D%83%E6%85%A7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P720,[高森 千慧],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E9%AB%98%E6%A3%AE%20%E5%8D%83%E6%85%A7%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P721,宮本 和宏,自民党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/宮本和宏,,https://www.google.com/search?q=%E5%AE%AE%E6%9C%AC%20%E5%92%8C%E5%AE%8F%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P724,望月 良男,無所属,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/望月良男,,https://www.google.com/search?q=%E6%9C%9B%E6%9C%88%20%E8%89%AF%E7%94%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P726,[三好 雅子],無所属,参議院議員,情報不足,情報不足,,,https://www.google.com/search?q=%5B%E4%B8%89%E5%A5%BD%20%E9%9B%85%E5%AD%90%5D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P730,山内 佳菜子,立憲民主党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/山内佳菜子,,https://www.google.com/search?q=%E5%B1%B1%E5%86%85%20%E4%BD%B3%E8%8F%9C%E5%AD%90%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P746,吉川 沙織,立憲民主党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/吉川沙織,,https://www.google.com/search?q=%E5%90%89%E5%B7%9D%20%E6%B2%99%E7%B9%94%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P752,若井 敦子,自民党,参議院議員,情報不足,情報不足,https://ja.wikipedia.org/wiki/若井敦子,,https://www.google.com/search?q=%E8%8B%A5%E4%BA%95%20%E6%95%A6%E5%AD%90%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
P805,平野 雨龍,無所属,議員外,情報不足,情報不足,https://ja.wikipedia.org/wiki/平野雨龍,,https://www.google.com/search?q=%E5%B9%B3%E9%87%8E%20%E9%9B%A8%E9%BE%8D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88%20%E3%83%9B%E3%83%BC%E3%83%A0%E3%83%9A%E3%83%BC%E3%82%B8
